# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-12-20 16:51:30 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12213100 NOOKSACK RIVER AT FERNDALE, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12213100
#            TS   parameter     statistic     Description
#        149551       00060     00003     Discharge, cubic feet per second (Mean)
#        149552       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=12213100&ts_ids=149551]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	149551_00060_00003	149551_00060_00003_cd	149552_00065_00003	149552_00065_00003_cd
USGS	12213100	2018-02-06	12800	A	13.21	A
USGS	12213100	2018-02-07	9540	A	11.28	A
USGS	12213100	2018-02-08	9450	A	11.23	A
USGS	12213100	2018-02-09	9480	A	11.23	A
USGS	12213100	2018-02-10	6950	A	9.57	A
USGS	12213100	2018-02-11	5670	A	8.63	A
USGS	12213100	2018-02-12	4790	A	7.94	A
USGS	12213100	2018-02-13	4190	A	7.44	A
USGS	12213100	2018-02-14	3960	A	7.24	A
USGS	12213100	2018-02-15	3690	A	7.00	A
USGS	12213100	2018-02-16	3600	A	6.92	A
USGS	12213100	2018-02-17	3960	A	7.23	A
USGS	12213100	2018-02-18	4450	A	7.65	A
USGS	12213100	2018-02-19	3580	A	6.90	A
USGS	12213100	2018-02-20	3160	A	6.51	A
USGS	12213100	2018-02-21	2920	A	6.28	A
USGS	12213100	2018-02-22	2740	A	6.09	A
USGS	12213100	2018-02-23	2570	A	5.93	A
USGS	12213100	2018-02-24	2540	A	5.90	A
USGS	12213100	2018-02-25	2560	A	5.91	A
USGS	12213100	2018-02-26	2580	A	5.93	A
USGS	12213100	2018-02-27	2470	A	5.82	A
USGS	12213100	2018-02-28	2490	A	5.84	A
USGS	12213100	2018-03-01	2500	A	5.85	A
USGS	12213100	2018-03-02	2440	A	5.79	A
USGS	12213100	2018-03-03	2310	A	5.65	A
USGS	12213100	2018-03-04	2200	A	5.54	A
USGS	12213100	2018-03-05	2120	A	5.44	A
USGS	12213100	2018-03-06	2060	A	5.37	A
USGS	12213100	2018-03-07	1990	A	5.30	A
USGS	12213100	2018-03-08	2010	A	5.32	A
USGS	12213100	2018-03-09	3480	A	6.78	A
USGS	12213100	2018-03-10	3140	A	6.49	A
USGS	12213100	2018-03-11	2650	A	6.00	A
USGS	12213100	2018-03-12	2530	A	5.88	A
USGS	12213100	2018-03-13	2840	A	6.20	A
USGS	12213100	2018-03-14	3670	A	6.98	A
USGS	12213100	2018-03-15	3650	A	6.97	A
USGS	12213100	2018-03-16	3110	A	6.46	A
USGS	12213100	2018-03-17	2790	A	6.15	A
USGS	12213100	2018-03-18	2610	A	5.96	A
USGS	12213100	2018-03-19	2460	A	5.81	A
USGS	12213100	2018-03-20	2350	A	5.69	A
USGS	12213100	2018-03-21	2270	A	5.61	A
USGS	12213100	2018-03-22	2370	A	5.71	A
USGS	12213100	2018-03-23	2950	A	6.31	A
USGS	12213100	2018-03-24	2640	A	5.99	A
USGS	12213100	2018-03-25	2430	A	5.78	A
USGS	12213100	2018-03-26	2340	A	5.68	A
USGS	12213100	2018-03-27	3450	A	6.76	A
USGS	12213100	2018-03-28	4540	A	7.73	A
USGS	12213100	2018-03-29	3580	A	6.90	A
USGS	12213100	2018-03-30	3590	A	6.91	A
USGS	12213100	2018-03-31	3740	A	7.04	A
USGS	12213100	2018-04-01	3210	A	6.55	A
USGS	12213100	2018-04-02	3010	A	6.37	A
USGS	12213100	2018-04-03	2780	A	6.13	A
USGS	12213100	2018-04-04	2600	A	5.96	A
USGS	12213100	2018-04-05	3030	A	6.38	A
USGS	12213100	2018-04-06	5100	A	8.19	A
USGS	12213100	2018-04-07	5450	A	8.46	A
USGS	12213100	2018-04-08	6470	A	9.22	A
USGS	12213100	2018-04-09	6110	A	8.96	A
USGS	12213100	2018-04-10	5320	A	8.36	A
USGS	12213100	2018-04-11	5560	A	8.54	A
USGS	12213100	2018-04-12	5050	A	8.15	A
USGS	12213100	2018-04-13	4510	A	7.71	A
USGS	12213100	2018-04-14	8250	A:R	10.05	A
USGS	12213100	2018-04-15	8440	A:R	10.13	A
USGS	12213100	2018-04-16	7460	A:R	9.43	A
USGS	12213100	2018-04-17	8160	A:R	9.92	A
USGS	12213100	2018-04-18	6880	A:R	9.04	A
USGS	12213100	2018-04-19	5480	A:R	8.07	A
USGS	12213100	2018-04-20	4680	A:R	7.47	A
USGS	12213100	2018-04-21	4340	A:R	7.22	A
USGS	12213100	2018-04-22	4040	A:R	6.98	A
USGS	12213100	2018-04-23	3640	A:R	6.66	A
USGS	12213100	2018-04-24	3510	A:R	6.54	A
USGS	12213100	2018-04-25	3810	A:R	6.79	A
USGS	12213100	2018-04-26	4530	A:R	7.35	A
USGS	12213100	2018-04-27	5480	A:R	8.07	A
USGS	12213100	2018-04-28	6170	A:R	8.56	A
USGS	12213100	2018-04-29	5620	A:R	8.17	A
USGS	12213100	2018-04-30	4890	A:R	7.63	A
USGS	12213100	2018-05-01	4550	A:R	7.37	A
USGS	12213100	2018-05-02	4410	A:R	7.27	A
USGS	12213100	2018-05-03	4500	A:R	7.34	A
USGS	12213100	2018-05-04	5260	A:R	7.91	A
USGS	12213100	2018-05-05	5370	A:R	7.99	A
USGS	12213100	2018-05-06	5650	A:R	8.19	A
USGS	12213100	2018-05-07	6630	A:R	8.88	A
USGS	12213100	2018-05-08	6810	A:R	9.00	A
USGS	12213100	2018-05-09	7690	A:R	9.60	A
USGS	12213100	2018-05-10	7630	A:R	9.55	A
USGS	12213100	2018-05-11	6150	A:R	8.55	A
USGS	12213100	2018-05-12	5540	A:R	8.11	A
USGS	12213100	2018-05-13	6180	A:R	8.56	A
USGS	12213100	2018-05-14	6940	A:R	9.08	A
USGS	12213100	2018-05-15	7710	A:R	9.60	A
USGS	12213100	2018-05-16	7740	A:R	9.63	A
USGS	12213100	2018-05-17	7010	A:R	9.13	A
USGS	12213100	2018-05-18	5930	A:R	8.39	A
USGS	12213100	2018-05-19	5680	A:R	8.21	A
USGS	12213100	2018-05-20	5590	A:R	8.15	A
USGS	12213100	2018-05-21	5370	A:R	7.99	A
USGS	12213100	2018-05-22	5090	A:R	7.78	A
USGS	12213100	2018-05-23	5530	A:R	8.10	A
USGS	12213100	2018-05-24	6390	A:R	8.71	A
USGS	12213100	2018-05-25	5890	A:R	8.36	A
USGS	12213100	2018-05-26	5120	A:R	7.80	A
USGS	12213100	2018-05-27	4290	A:R	7.17	A
USGS	12213100	2018-05-28	4250	A:R	7.14	A
USGS	12213100	2018-05-29	4170	A:R	7.08	A
USGS	12213100	2018-05-30	3680	A:R	6.69	A
USGS	12213100	2018-05-31	3240	A:R	6.32	A
USGS	12213100	2018-06-01	2960	A:R	6.07	A
USGS	12213100	2018-06-02	2740	A:R	5.88	A
USGS	12213100	2018-06-03	3020	A:R	6.13	A
USGS	12213100	2018-06-04	4020	A:R	6.96	A
USGS	12213100	2018-06-05	3350	A:R	6.41	A
USGS	12213100	2018-06-06	2860	A:R	5.98	A
USGS	12213100	2018-06-07	2970	A:R	6.08	A
USGS	12213100	2018-06-08	3180	A:R	6.26	A
USGS	12213100	2018-06-09	4250	A:R	7.13	A
USGS	12213100	2018-06-10	4040	A:R	6.98	A
USGS	12213100	2018-06-11	3370	A:R	6.43	A
USGS	12213100	2018-06-12	2960	A:R	6.07	A
USGS	12213100	2018-06-13	2690	A:R	5.83	A
USGS	12213100	2018-06-14	3200	A:R	6.28	A
USGS	12213100	2018-06-15	2940	A:R	6.06	A
USGS	12213100	2018-06-16	2720	A:R	5.86	A
USGS	12213100	2018-06-17	3290	A:R	6.36	A
USGS	12213100	2018-06-18	3850	A:R	6.82	A
USGS	12213100	2018-06-19	4120	A:R	7.04	A
USGS	12213100	2018-06-20	4460	A:R	7.31	A
USGS	12213100	2018-06-21	4620	A:R	7.42	A
USGS	12213100	2018-06-22	4440	A:R	7.29	A
USGS	12213100	2018-06-23	3800	A:R	6.79	A
USGS	12213100	2018-06-24	3360	A:R	6.42	A
USGS	12213100	2018-06-25	3960	A:R	6.90	A
USGS	12213100	2018-06-26	3850	A:R	6.82	A
USGS	12213100	2018-06-27	3090	A:R	6.19	A
USGS	12213100	2018-06-28	2700	A:R	5.84	A
USGS	12213100	2018-06-29	2450	A:R	5.63	A
USGS	12213100	2018-06-30	2450	A:R	5.64	A
USGS	12213100	2018-07-01	3360	A:R	6.41	A
USGS	12213100	2018-07-02	3590	A:R	6.62	A
USGS	12213100	2018-07-03	3370	A:R	6.43	A
USGS	12213100	2018-07-04	2820	A:R	5.95	A
USGS	12213100	2018-07-05	2840	A:R	5.97	A
USGS	12213100	2018-07-06	3250	A:R	6.33	A
USGS	12213100	2018-07-07	3250	A:R	6.33	A
USGS	12213100	2018-07-08	2950	A:R	6.06	A
USGS	12213100	2018-07-09	2660	A:R	5.81	A
USGS	12213100	2018-07-10	2600	A:R	5.76	A
USGS	12213100	2018-07-11	2410	A:R	5.60	A
USGS	12213100	2018-07-12	2490	A:R	5.67	A
USGS	12213100	2018-07-13	2620	A:R	5.78	A
USGS	12213100	2018-07-14	2650	A:R	5.80	A
USGS	12213100	2018-07-15	2530	A:R	5.70	A
USGS	12213100	2018-07-16	2540	A:R	5.71	A
USGS	12213100	2018-07-17	2410	A:R	5.60	A
USGS	12213100	2018-07-18	2420	A:R	5.61	A
USGS	12213100	2018-07-19	2340	A:R	5.54	A
USGS	12213100	2018-07-20	2150	A:R	5.37	A
USGS	12213100	2018-07-21	1920	A:R	5.12	A
USGS	12213100	2018-07-22	1780	A:R	4.96	A
USGS	12213100	2018-07-23	1860	A:R	5.06	A
USGS	12213100	2018-07-24	1980	A:R	5.19	A
USGS	12213100	2018-07-25	2030	A:R	5.25	A
USGS	12213100	2018-07-26	2090	A:R	5.31	A
USGS	12213100	2018-07-27	2100	A:R	5.32	A
USGS	12213100	2018-07-28	2100	A:R	5.32	A
USGS	12213100	2018-07-29	2100	A:R	5.32	A
USGS	12213100	2018-07-30	2130	A:R	5.35	A
USGS	12213100	2018-07-31	2210	A:R	5.42	A
USGS	12213100	2018-08-01	2180	A:R	5.39	A
USGS	12213100	2018-08-02	1970	A:R	5.18	A
USGS	12213100	2018-08-03	1720	A:R	4.90	A
USGS	12213100	2018-08-04	1560	A:R	4.71	A
USGS	12213100	2018-08-05	1550	A:R	4.70	A
USGS	12213100	2018-08-06	1610	A:R	4.77	A
USGS	12213100	2018-08-07	1640	A:R	4.81	A
USGS	12213100	2018-08-08	1640	A:R	4.80	A
USGS	12213100	2018-08-09	1770	A:R	4.95	A
USGS	12213100	2018-08-10	1840	A:R	5.03	A
USGS	12213100	2018-08-11	1770	A:R	4.96	A
USGS	12213100	2018-08-12	1630	A:R	4.79	A
USGS	12213100	2018-08-13	1520	A:R	4.66	A
USGS	12213100	2018-08-14	1460	A:R	4.59	A
USGS	12213100	2018-08-15	1460	A:R	4.59	A
USGS	12213100	2018-08-16	1450	A:R	4.58	A
USGS	12213100	2018-08-17	1420	A:R	4.54	A
USGS	12213100	2018-08-18	1360	A:R	4.46	A
USGS	12213100	2018-08-19	1380	A:R	4.49	A
USGS	12213100	2018-08-20	1420	A:R	4.54	A
USGS	12213100	2018-08-21	1380	A:R	4.49	A
USGS	12213100	2018-08-22	1360	A:R	4.47	A
USGS	12213100	2018-08-23	1340	A:R	4.44	A
USGS	12213100	2018-08-24	1240	A:R	4.31	A
USGS	12213100	2018-08-25	1100	A:R	4.12	A
USGS	12213100	2018-08-26	1050	A:R	4.05	A
USGS	12213100	2018-08-27	1150	A:R	4.19	A
USGS	12213100	2018-08-28	1060	A:R	4.06	A
USGS	12213100	2018-08-29	1030	A:R	4.03	A
USGS	12213100	2018-08-30	1030	A:R	4.03	A
USGS	12213100	2018-08-31	967	A:R	3.94	A
USGS	12213100	2018-09-01	943	A:R	3.90	A
USGS	12213100	2018-09-02	904	A:R	3.84	A
USGS	12213100	2018-09-03	897	A:R	3.83	A
USGS	12213100	2018-09-04	892	A:R	3.83	A
USGS	12213100	2018-09-05	868	A:R	3.79	A
USGS	12213100	2018-09-06	899	A:R	3.83	A
USGS	12213100	2018-09-07	963	A:R	3.93	A
USGS	12213100	2018-09-08	978	A:R	3.95	A
USGS	12213100	2018-09-09	1040	A:R	4.04	A
USGS	12213100	2018-09-10	1690	A:R	4.81	A
USGS	12213100	2018-09-11	1770	A:R	4.95	A
USGS	12213100	2018-09-12	1680	A:R	4.85	A
USGS	12213100	2018-09-13	1370	A:R	4.48	A
USGS	12213100	2018-09-14	1230	A:R	4.29	A
USGS	12213100	2018-09-15	1440	A:R	4.57	A
USGS	12213100	2018-09-16	1530	A:R	4.67	A
USGS	12213100	2018-09-17	2070	A:R	5.28	A
USGS	12213100	2018-09-18	1470	A:R	4.61	A
USGS	12213100	2018-09-19	1150	A:R	4.20	A
USGS	12213100	2018-09-20	1010	A:R	4.00	A
USGS	12213100	2018-09-21	1120	A:R	4.15	A
USGS	12213100	2018-09-22	2110	A:R	5.28	A
USGS	12213100	2018-09-23	4050	A:R	6.96	A
USGS	12213100	2018-09-24	2150	A:R	5.35	A
USGS	12213100	2018-09-25	1580	A:R	4.73	A
USGS	12213100	2018-09-26	1320	A:R	4.41	A
USGS	12213100	2018-09-27	1220	A:R	4.28	A
USGS	12213100	2018-09-28	1220	A:R	4.28	A
USGS	12213100	2018-09-29	1150	A:R	4.19	A
USGS	12213100	2018-09-30	1180	A:R	4.23	A
USGS	12213100	2018-10-01	1870	A:R	5.06	A
USGS	12213100	2018-10-02	5290	A:R	7.91	A
USGS	12213100	2018-10-03	4320	A:R	7.17	A
USGS	12213100	2018-10-04	2370	A:R	5.56	A
USGS	12213100	2018-10-05	1770	A:R	4.95	A
USGS	12213100	2018-10-06	1480	A:R	4.62	A
USGS	12213100	2018-10-07	1310	A:R	4.40	A
USGS	12213100	2018-10-08	1230	A:R	4.30	A
USGS	12213100	2018-10-09	1400	A:R	4.51	A
USGS	12213100	2018-10-10	1480	A:R	4.61	A
USGS	12213100	2018-10-11	1220	A:R	4.29	A
USGS	12213100	2018-10-12	1110	A:R	4.13	A
USGS	12213100	2018-10-13	1040	A:R	4.04	A
USGS	12213100	2018-10-14	965	A:R	3.93	A
USGS	12213100	2018-10-15	909	A:R	3.85	A
USGS	12213100	2018-10-16	880	A:R	3.81	A
USGS	12213100	2018-10-17	851	A:R	3.76	A
USGS	12213100	2018-10-18	814	A:R	3.71	A
USGS	12213100	2018-10-19	778	A:R	3.65	A
USGS	12213100	2018-10-20	750	A:R	3.61	A
USGS	12213100	2018-10-21	731	A:R	3.57	A
USGS	12213100	2018-10-22	717	A:R	3.55	A
USGS	12213100	2018-10-23	697	A:R	3.52	A
USGS	12213100	2018-10-24	730	A:R	3.57	A
USGS	12213100	2018-10-25	853	A:R	3.77	A
USGS	12213100	2018-10-26	1880	A:R	4.86	A
USGS	12213100	2018-10-27	3750	A:R	6.70	A
USGS	12213100	2018-10-28	6660	A:R	8.76	A
USGS	12213100	2018-10-29	6910	A:R	9.06	A
USGS	12213100	2018-10-30	4270	A:R	7.16	A
USGS	12213100	2018-10-31	3780	A:R	6.76	A
USGS	12213100	2018-11-01	8200	A:R	9.94	A
USGS	12213100	2018-11-02	18100	A:R	16.13	A
USGS	12213100	2018-11-03	11900	A:R	12.43	A
USGS	12213100	2018-11-04	14500	A:R	14.02	A
USGS	12213100	2018-11-05	11600	A:R	12.28	A
USGS	12213100	2018-11-06	9230	A:R	10.68	A
USGS	12213100	2018-11-07	6830	A:R	9.00	A
USGS	12213100	2018-11-08	5200	A:R	7.86	A
USGS	12213100	2018-11-09	4340	A:R	7.21	A
USGS	12213100	2018-11-10	3920	A:R	6.88	A
USGS	12213100	2018-11-11	3340	A:R	6.40	A
USGS	12213100	2018-11-12	2930	A:R	6.05	A
USGS	12213100	2018-11-13	2650	A:R	5.80	A
USGS	12213100	2018-11-14	3370	A:R	6.41	A
USGS	12213100	2018-11-15	4350	A:R	7.22	A
USGS	12213100	2018-11-16	3940	A:R	6.90	A
USGS	12213100	2018-11-17	3480	A:R	6.52	A
USGS	12213100	2018-11-18	2920	A:R	6.04	A
USGS	12213100	2018-11-19	2600	A:R	5.76	A
USGS	12213100	2018-11-20	2360	A:R	5.55	A
USGS	12213100	2018-11-21	2200	A:R	5.42	A
USGS	12213100	2018-11-22	3690	A:R	6.64	A
USGS	12213100	2018-11-23	5060	A:R	7.76	A
USGS	12213100	2018-11-24	4530	A:R	7.36	A
USGS	12213100	2018-11-25	3630	A:R	6.64	A
USGS	12213100	2018-11-26	4390	A:R	7.17	A
USGS	12213100	2018-11-27	18300	A:R	16.14	A
USGS	12213100	2018-11-28	18500	A:R	16.24	A
USGS	12213100	2018-11-29	11100	A:R	11.95	A
USGS	12213100	2018-11-30	8060	A:R	9.85	A
USGS	12213100	2018-12-01	6560	A:R	8.83	A
USGS	12213100	2018-12-02	5340	A:R	7.96	A
USGS	12213100	2018-12-03	4370	A:R	7.23	A
USGS	12213100	2018-12-04	3740	A:R	6.74	A
USGS	12213100	2018-12-05	3320	A:R	6.39	A
USGS	12213100	2018-12-06	3010	A:R	6.12	A
USGS	12213100	2018-12-07	2750	A:R	5.89	A
USGS	12213100	2018-12-08	2550	A:R	5.72	A
USGS	12213100	2018-12-09	2460	A:R	5.64	A
USGS	12213100	2018-12-10	3310	A:R	6.38	A
USGS	12213100	2018-12-11	3780	A:R	6.76	A
USGS	12213100	2018-12-12	7040	A:R	9.15	A
USGS	12213100	2018-12-13	6510	A:R	8.78	A
USGS	12213100	2018-12-14	7910	A:R	9.75	A
USGS	12213100	2018-12-15	5800	A:R	8.30	A
USGS	12213100	2018-12-16	4980	A:R	7.70	A
USGS	12213100	2018-12-17	7720	A:R	9.63	A
USGS	12213100	2018-12-18	7910	A:R	9.75	A
USGS	12213100	2018-12-19	8190	A:R	9.95	A
USGS	12213100	2018-12-20	7180	A:R	9.26	A
USGS	12213100	2018-12-21	8160	A:R	9.93	A
USGS	12213100	2018-12-22	5750	A:R	8.26	A
USGS	12213100	2018-12-23	5160	A:R	7.83	A
USGS	12213100	2018-12-24	4940	A:R	7.67	A
USGS	12213100	2018-12-25	4210	A:R	7.11	A
USGS	12213100	2018-12-26	3750	A:R	6.75	A
USGS	12213100	2018-12-27	3480	A:R	6.53	A
USGS	12213100	2018-12-28	3250	A:R	6.33	A
USGS	12213100	2018-12-29	5310	A:R	7.91	A
USGS	12213100	2018-12-30	10300	A:R	11.40	A
USGS	12213100	2018-12-31	6340	A:R	8.67	A
USGS	12213100	2019-01-01	4890	A:R	7.63	A
USGS	12213100	2019-01-02	4140	A:R	7.06	A
USGS	12213100	2019-01-03	7170	A:R	9.21	A
USGS	12213100	2019-01-04	15700	A:R	14.84	A
USGS	12213100	2019-01-05	10400	A:R	11.51	A
USGS	12213100	2019-01-06	7830	A:R	9.68	A
USGS	12213100	2019-01-07	6640	A:R	8.88	A
USGS	12213100	2019-01-08	5420	A:R	8.03	A
USGS	12213100	2019-01-09	5400	A:R	8.01	A
USGS	12213100	2019-01-10	6600	A:R	8.86	A
USGS	12213100	2019-01-11	6020	A:R	8.45	A
USGS	12213100	2019-01-12	4930	A:R	7.66	A
